date	city_id	city_name	is_weekend	is_holiday	holiday_type	month	day_of_week	temp_mean	wind_speed	snow_flag	dewpoint_temperature
2021-01-01	1001	Synthetic-1-1	0	0	none	1	4	15.0	1.95	1	8.0
2021-01-01	1002	Synthetic-1-2	0	0	none	1	4	16.0	2.383	1	8.5
2021-01-01	1003	Synthetic-1-3	0	0	none	1	4	17.0	2.46	1	9.0
2021-01-01	1004	Synthetic-1-4	0	0	none	1	4	18.0	2.446	1	9.5
2021-01-02	1001	Synthetic-1-1	1	0	none	1	5	15.172	2.007	1	8.12
2021-01-02	1002	Synthetic-1-2	1	0	none	1	5	16.172	2.006	1	8.62
2021-01-02	1003	Synthetic-1-3	1	0	none	1	5	17.172	2.523	1	9.12
2021-01-02	1004	Synthetic-1-4	1	0	none	1	5	18.172	2.401	1	9.62
2021-01-03	1001	Synthetic-1-1	1	0	none	1	6	15.344	2.104	1	8.241
2021-01-03	1002	Synthetic-1-2	1	0	none	1	6	16.344	2.254	1	8.741
2021-01-03	1003	Synthetic-1-3	1	0	none	1	6	17.344	2.52	1	9.241
2021-01-03	1004	Synthetic-1-4	1	0	none	1	6	18.344	2.692	1	9.741
2021-01-04	1001	Synthetic-1-1	0	0	none	1	0	15.516	2.17	1	8.361
2021-01-04	1002	Synthetic-1-2	0	0	none	1	0	16.516	2.371	1	8.861
2021-01-04	1003	Synthetic-1-3	0	0	none	1	0	17.516	2.302	1	9.361
2021-01-04	1004	Synthetic-1-4	0	0	none	1	0	18.516	2.634	1	9.861
2021-01-05	1001	Synthetic-1-1	0	0	none	1	1	15.688	2.108	1	8.481
2021-01-05	1002	Synthetic-1-2	0	0	none	1	1	16.688	2.09	1	8.981
2021-01-05	1003	Synthetic-1-3	0	0	none	1	1	17.688	2.351	1	9.481
2021-01-05	1004	Synthetic-1-4	0	0	none	1	1	18.688	2.8	1	9.981
2021-01-06	1001	Synthetic-1-1	0	0	none	1	2	15.859	1.919	1	8.601
2021-01-06	1002	Synthetic-1-2	0	0	none	1	2	16.859	2.3	1	9.101
2021-01-06	1003	Synthetic-1-3	0	0	none	1	2	17.859	2.239	1	9.601
2021-01-06	1004	Synthetic-1-4	0	0	none	1	2	18.859	2.472	1	10.101
2021-01-07	1001	Synthetic-1-1	0	0	none	1	3	16.03	2.095	1	8.721
2021-01-07	1002	Synthetic-1-2	0	0	none	1	3	17.03	2.114	1	9.221
2021-01-07	1003	Synthetic-1-3	0	0	none	1	3	18.03	2.441	1	9.721
2021-01-07	1004	Synthetic-1-4	0	0	none	1	3	19.03	2.511	1	10.221
2021-01-08	1001	Synthetic-1-1	0	0	none	1	4	16.201	1.941	1	8.841
2021-01-08	1002	Synthetic-1-2	0	0	none	1	4	17.201	2.131	1	9.341
2021-01-08	1003	Synthetic-1-3	0	0	none	1	4	18.201	2.472	1	9.841
2021-01-08	1004	Synthetic-1-4	0	0	none	1	4	19.201	2.471	1	10.341
2021-01-09	1001	Synthetic-1-1	1	0	none	1	5	16.372	2.181	1	8.96
2021-01-09	1002	Synthetic-1-2	1	0	none	1	5	17.372	2.211	1	9.46
2021-01-09	1003	Synthetic-1-3	1	0	none	1	5	18.372	2.339	1	9.96
2021-01-09	1004	Synthetic-1-4	1	0	none	1	5	19.372	2.441	1	10.46
2021-01-10	1001	Synthetic-1-1	1	0	none	1	6	16.542	1.808	1	9.079
2021-01-10	1002	Synthetic-1-2	1	0	none	1	6	17.542	2.015	1	9.579
2021-01-10	1003	Synthetic-1-3	1	0	none	1	6	18.542	2.246	1	10.079
2021-01-10	1004	Synthetic-1-4	1	0	none	1	6	19.542	2.63	1	10.579
2021-01-11	1001	Synthetic-1-1	0	0	none	1	0	16.712	1.83	1	9.198
2021-01-11	1002	Synthetic-1-2	0	0	none	1	0	17.712	2.17	1	9.698
2021-01-11	1003	Synthetic-1-3	0	0	none	1	0	18.712	2.584	1	10.198
2021-01-11	1004	Synthetic-1-4	0	0	none	1	0	19.712	2.685	1	10.698
2021-01-12	1001	Synthetic-1-1	0	0	none	1	1	16.881	1.851	1	9.317
2021-01-12	1002	Synthetic-1-2	0	0	none	1	1	17.881	2.255	1	9.817
2021-01-12	1003	Synthetic-1-3	0	0	none	1	1	18.881	2.475	1	10.317
2021-01-12	1004	Synthetic-1-4	0	0	none	1	1	19.881	2.559	1	10.817
2021-01-13	1001	Synthetic-1-1	0	0	none	1	2	17.05	1.996	1	9.435
2021-01-13	1002	Synthetic-1-2	0	0	none	1	2	18.05	2.249	1	9.935
2021-01-13	1003	Synthetic-1-3	0	0	none	1	2	19.05	2.301	1	10.435
2021-01-13	1004	Synthetic-1-4	0	0	none	1	2	20.05	2.421	1	10.935
2021-01-14	1001	Synthetic-1-1	0	0	none	1	3	17.218	1.892	1	9.552
2021-01-14	1002	Synthetic-1-2	0	0	none	1	3	18.218	2.256	1	10.052
2021-01-14	1003	Synthetic-1-3	0	0	none	1	3	19.218	2.21	1	10.552
2021-01-14	1004	Synthetic-1-4	0	0	none	1	3	20.218	2.488	1	11.052
2021-01-15	1001	Synthetic-1-1	0	0	none	1	4	17.385	1.914	1	9.67
2021-01-15	1002	Synthetic-1-2	0	0	none	1	4	18.385	2.334	1	10.17
2021-01-15	1003	Synthetic-1-3	0	0	none	1	4	19.385	2.337	1	10.67
2021-01-15	1004	Synthetic-1-4	0	0	none	1	4	20.385	2.492	1	11.17
2021-01-16	1001	Synthetic-1-1	1	0	none	1	5	17.552	1.882	1	9.786
2021-01-16	1002	Synthetic-1-2	1	0	none	1	5	18.552	2.117	1	10.286
2021-01-16	1003	Synthetic-1-3	1	0	none	1	5	19.552	2.584	1	10.786
2021-01-16	1004	Synthetic-1-4	1	0	none	1	5	20.552	2.768	1	11.286
2021-01-17	1001	Synthetic-1-1	1	0	none	1	6	17.718	2.193	1	9.902
2021-01-17	1002	Synthetic-1-2	1	0	none	1	6	18.718	2.36	1	10.402
2021-01-17	1003	Synthetic-1-3	1	0	none	1	6	19.718	2.264	1	10.902
2021-01-17	1004	Synthetic-1-4	1	0	none	1	6	20.718	2.768	1	11.402
2021-01-18	1001	Synthetic-1-1	0	0	none	1	0	17.883	1.946	1	10.018
2021-01-18	1002	Synthetic-1-2	0	0	none	1	0	18.883	2.395	1	10.518
2021-01-18	1003	Synthetic-1-3	0	0	none	1	0	19.883	2.347	1	11.018
2021-01-18	1004	Synthetic-1-4	0	0	none	1	0	20.883	2.696	1	11.518
2021-01-19	1001	Synthetic-1-1	0	0	none	1	1	18.047	2.054	1	10.133
2021-01-19	1002	Synthetic-1-2	0	0	none	1	1	19.047	2.224	1	10.633
2021-01-19	1003	Synthetic-1-3	0	0	none	1	1	20.047	2.326	1	11.133
2021-01-19	1004	Synthetic-1-4	0	0	none	1	1	21.047	2.422	1	11.633
2021-01-20	1001	Synthetic-1-1	0	0	none	1	2	18.211	2.01	1	10.247
2021-01-20	1002	Synthetic-1-2	0	0	none	1	2	19.211	2.126	1	10.747
2021-01-20	1003	Synthetic-1-3	0	0	none	1	2	20.211	2.544	1	11.247
2021-01-20	1004	Synthetic-1-4	0	0	none	1	2	21.211	2.636	1	11.747
2021-01-21	1001	Synthetic-1-1	0	0	none	1	3	18.373	1.887	1	10.361
2021-01-21	1002	Synthetic-1-2	0	0	none	1	3	19.373	2.158	1	10.861
