date	origin_id	origin_city	destination_id	destination_city	od_flow
2021-01-01	2001	Synthetic-2-1	2002	Synthetic-2-2	115.132
2021-01-02	2001	Synthetic-2-1	2002	Synthetic-2-2	122.343
2021-01-03	2001	Synthetic-2-1	2002	Synthetic-2-2	127.514
2021-01-04	2001	Synthetic-2-1	2002	Synthetic-2-2	119.063
2021-01-05	2001	Synthetic-2-1	2002	Synthetic-2-2	104.154
2021-01-06	2001	Synthetic-2-1	2002	Synthetic-2-2	98.072
2021-01-07	2001	Synthetic-2-1	2002	Synthetic-2-2	102.137
2021-01-08	2001	Synthetic-2-1	2002	Synthetic-2-2	111.937
2021-01-09	2001	Synthetic-2-1	2002	Synthetic-2-2	123.045
2021-01-10	2001	Synthetic-2-1	2002	Synthetic-2-2	126.544
2021-01-11	2001	Synthetic-2-1	2002	Synthetic-2-2	118.174
2021-01-12	2001	Synthetic-2-1	2002	Synthetic-2-2	109.019
2021-01-13	2001	Synthetic-2-1	2002	Synthetic-2-2	95.979
2021-01-14	2001	Synthetic-2-1	2002	Synthetic-2-2	102.339
2021-01-15	2001	Synthetic-2-1	2002	Synthetic-2-2	114.269
2021-01-16	2001	Synthetic-2-1	2002	Synthetic-2-2	124.754
2021-01-17	2001	Synthetic-2-1	2002	Synthetic-2-2	124.912
2021-01-18	2001	Synthetic-2-1	2002	Synthetic-2-2	122.566
2021-01-19	2001	Synthetic-2-1	2002	Synthetic-2-2	103.953
2021-01-20	2001	Synthetic-2-1	2002	Synthetic-2-2	94.607
2021-01-21	2001	Synthetic-2-1	2002	Synthetic-2-2	102.181
2021-01-22	2001	Synthetic-2-1	2002	Synthetic-2-2	117.621
2021-01-23	2001	Synthetic-2-1	2002	Synthetic-2-2	131.044
2021-01-24	2001	Synthetic-2-1	2002	Synthetic-2-2	129.834
2021-01-25	2001	Synthetic-2-1	2002	Synthetic-2-2	122.949
2021-01-26	2001	Synthetic-2-1	2002	Synthetic-2-2	109.68
2021-01-27	2001	Synthetic-2-1	2002	Synthetic-2-2	101.06
2021-01-28	2001	Synthetic-2-1	2002	Synthetic-2-2	105.55
2021-01-29	2001	Synthetic-2-1	2002	Synthetic-2-2	113.465
2021-01-30	2001	Synthetic-2-1	2002	Synthetic-2-2	132.857
2021-01-31	2001	Synthetic-2-1	2002	Synthetic-2-2	130.49
2021-02-01	2001	Synthetic-2-1	2002	Synthetic-2-2	129.458
2021-02-02	2001	Synthetic-2-1	2002	Synthetic-2-2	107.823
2021-02-03	2001	Synthetic-2-1	2002	Synthetic-2-2	100.591
2021-02-04	2001	Synthetic-2-1	2002	Synthetic-2-2	103.392
2021-02-05	2001	Synthetic-2-1	2002	Synthetic-2-2	116.035
2021-02-06	2001	Synthetic-2-1	2002	Synthetic-2-2	131.522
2021-02-07	2001	Synthetic-2-1	2002	Synthetic-2-2	133.673
2021-02-08	2001	Synthetic-2-1	2002	Synthetic-2-2	121.775
2021-02-09	2001	Synthetic-2-1	2002	Synthetic-2-2	109.185
2021-02-10	2001	Synthetic-2-1	2002	Synthetic-2-2	99.475
2021-02-11	2001	Synthetic-2-1	2002	Synthetic-2-2	108.604
2021-02-12	2001	Synthetic-2-1	2002	Synthetic-2-2	120.351
2021-02-13	2001	Synthetic-2-1	2002	Synthetic-2-2	136.362
2021-02-14	2001	Synthetic-2-1	2002	Synthetic-2-2	136.072
2021-02-15	2001	Synthetic-2-1	2002	Synthetic-2-2	125.485
2021-02-16	2001	Synthetic-2-1	2002	Synthetic-2-2	114.692
2021-02-17	2001	Synthetic-2-1	2002	Synthetic-2-2	110.609
2021-02-18	2001	Synthetic-2-1	2002	Synthetic-2-2	107.956
2021-02-19	2001	Synthetic-2-1	2002	Synthetic-2-2	117.953
2021-02-20	2001	Synthetic-2-1	2002	Synthetic-2-2	130.516
2021-02-21	2001	Synthetic-2-1	2002	Synthetic-2-2	136.447
2021-02-22	2001	Synthetic-2-1	2002	Synthetic-2-2	131.523
2021-02-23	2001	Synthetic-2-1	2002	Synthetic-2-2	111.386
2021-02-24	2001	Synthetic-2-1	2002	Synthetic-2-2	102.274
2021-02-25	2001	Synthetic-2-1	2002	Synthetic-2-2	111.345
2021-02-26	2001	Synthetic-2-1	2002	Synthetic-2-2	120.035
2021-02-27	2001	Synthetic-2-1	2002	Synthetic-2-2	130.185
2021-02-28	2001	Synthetic-2-1	2002	Synthetic-2-2	140.383
2021-03-01	2001	Synthetic-2-1	2002	Synthetic-2-2	125.424
2021-03-02	2001	Synthetic-2-1	2002	Synthetic-2-2	112.043
2021-03-03	2001	Synthetic-2-1	2002	Synthetic-2-2	102.236
2021-03-04	2001	Synthetic-2-1	2002	Synthetic-2-2	107.195
2021-03-05	2001	Synthetic-2-1	2002	Synthetic-2-2	119.594
2021-03-06	2001	Synthetic-2-1	2002	Synthetic-2-2	133.565
2021-03-07	2001	Synthetic-2-1	2002	Synthetic-2-2	133.971
2021-03-08	2001	Synthetic-2-1	2002	Synthetic-2-2	126.229
2021-03-09	2001	Synthetic-2-1	2002	Synthetic-2-2	113.498
2021-03-10	2001	Synthetic-2-1	2002	Synthetic-2-2	109.378
2021-03-11	2001	Synthetic-2-1	2002	Synthetic-2-2	108.76
2021-03-12	2001	Synthetic-2-1	2002	Synthetic-2-2	122.126
2021-03-13	2001	Synthetic-2-1	2002	Synthetic-2-2	138.46
2021-03-14	2001	Synthetic-2-1	2002	Synthetic-2-2	137.217
2021-03-15	2001	Synthetic-2-1	2002	Synthetic-2-2	130.688
2021-03-16	2001	Synthetic-2-1	2002	Synthetic-2-2	117.172
2021-03-17	2001	Synthetic-2-1	2002	Synthetic-2-2	109.233
2021-03-18	2001	Synthetic-2-1	2002	Synthetic-2-2	114.97
2021-03-19	2001	Synthetic-2-1	2002	Synthetic-2-2	125.153
2021-03-20	2001	Synthetic-2-1	2002	Synthetic-2-2	144.179
2021-03-21	2001	Synthetic-2-1	2002	Synthetic-2-2	140.994
2021-03-22	2001	Synthetic-2-1	2002	Synthetic-2-2	134.604
2021-03-23	2001	Synthetic-2-1	2002	Synthetic-2-2	116.648
2021-03-24	2001	Synthetic-2-1	2002	Synthetic-2-2	108.74
2021-03-25	2001	Synthetic-2-1	2002	Synthetic-2-2	113.364
2021-03-26	2001	Synthetic-2-1	2002	Synthetic-2-2	126.388
2021-03-27	2001	Synthetic-2-1	2002	Synthetic-2-2	138.671
2021-03-28	2001	Synthetic-2-1	2002	Synthetic-2-2	146.161
2021-03-29	2001	Synthetic-2-1	2002	Synthetic-2-2	131.47
2021-03-30	2001	Synthetic-2-1	2002	Synthetic-2-2	119.746
2021-03-31	2001	Synthetic-2-1	2002	Synthetic-2-2	108.411
2021-04-01	2001	Synthetic-2-1	2002	Synthetic-2-2	113.491
2021-04-02	2001	Synthetic-2-1	2002	Synthetic-2-2	123.025
2021-04-03	2001	Synthetic-2-1	2002	Synthetic-2-2	145.566
2021-04-04	2001	Synthetic-2-1	2002	Synthetic-2-2	145.61
2021-04-05	2001	Synthetic-2-1	2002	Synthetic-2-2	132.684
2021-04-06	2001	Synthetic-2-1	2002	Synthetic-2-2	118.909
2021-04-07	2001	Synthetic-2-1	2002	Synthetic-2-2	106.069
2021-04-08	2001	Synthetic-2-1	2002	Synthetic-2-2	112.045
2021-04-09	2001	Synthetic-2-1	2002	Synthetic-2-2	134.735
2021-04-10	2001	Synthetic-2-1	2002	Synthetic-2-2	142.443
2021-04-11	2001	Synthetic-2-1	2002	Synthetic-2-2	152.304
2021-04-12	2001	Synthetic-2-1	2002	Synthetic-2-2	138.186
2021-04-13	2001	Synthetic-2-1	2002	Synthetic-2-2	123.055
2021-04-14	2001	Synthetic-2-1	2002	Synthetic-2-2	112.473
2021-04-15	2001	Synthetic-2-1	2002	Synthetic-2-2	109.804
2021-04-16	2001	Synthetic-2-1	2002	Synthetic-2-2	130.906
2021-04-17	2001	Synthetic-2-1	2002	Synthetic-2-2	143.912
2021-04-18	2001	Synthetic-2-1	2002	Synthetic-2-2	145.646
2021-04-19	2001	Synthetic-2-1	2002	Synthetic-2-2	139.946
2021-04-20	2001	Synthetic-2-1	2002	Synthetic-2-2	117.85
2021-04-21	2001	Synthetic-2-1	2002	Synthetic-2-2	114.718
2021-04-22	2001	Synthetic-2-1	2002	Synthetic-2-2	113.685
2021-04-23	2001	Synthetic-2-1	2002	Synthetic-2-2	134.953
2021-04-24	2001	Synthetic-2-1	2002	Synthetic-2-2	144.197
2021-04-25	2001	Synthetic-2-1	2002	Synthetic-2-2	147.258
2021-04-26	2001	Synthetic-2-1	2002	Synthetic-2-2	141.459
2021-04-27	2001	Synthetic-2-1	2002	Synthetic-2-2	123.522
2021-04-28	2001	Synthetic-2-1	2002	Synthetic-2-2	111.567
2021-04-29	2001	Synthetic-2-1	2002	Synthetic-2-2	111.188
2021-04-30	2001	Synthetic-2-1	2002	Synthetic-2-2	131.987
2021-05-01	2001	Synthetic-2-1	2002	Synthetic-2-2	145.007
2021-05-02	2001	Synthetic-2-1	2002	Synthetic-2-2	151.534
2021-05-03	2001	Synthetic-2-1	2002	Synthetic-2-2	138.555
2021-05-04	2001	Synthetic-2-1	2002	Synthetic-2-2	123.161
2021-05-05	2001	Synthetic-2-1	2002	Synthetic-2-2	112.651
2021-05-06	2001	Synthetic-2-1	2002	Synthetic-2-2	115.527
2021-05-07	2001	Synthetic-2-1	2002	Synthetic-2-2	131.864
2021-05-08	2001	Synthetic-2-1	2002	Synthetic-2-2	147.793
2021-05-09	2001	Synthetic-2-1	2002	Synthetic-2-2	152.123
2021-05-10	2001	Synthetic-2-1	2002	Synthetic-2-2	139.043
2021-05-11	2001	Synthetic-2-1	2002	Synthetic-2-2	124.192
2021-05-12	2001	Synthetic-2-1	2002	Synthetic-2-2	115.055
2021-05-13	2001	Synthetic-2-1	2002	Synthetic-2-2	117.735
2021-05-14	2001	Synthetic-2-1	2002	Synthetic-2-2	139.796
2021-05-15	2001	Synthetic-2-1	2002	Synthetic-2-2	151.972
2021-05-16	2001	Synthetic-2-1	2002	Synthetic-2-2	154.843
2021-05-17	2001	Synthetic-2-1	2002	Synthetic-2-2	143.756
2021-05-18	2001	Synthetic-2-1	2002	Synthetic-2-2	132.019
2021-05-19	2001	Synthetic-2-1	2002	Synthetic-2-2	120.088
2021-05-20	2001	Synthetic-2-1	2002	Synthetic-2-2	116.03
2021-05-21	2001	Synthetic-2-1	2002	Synthetic-2-2	135.899
2021-05-22	2001	Synthetic-2-1	2002	Synthetic-2-2	149.967
2021-05-23	2001	Synthetic-2-1	2002	Synthetic-2-2	156.513
2021-05-24	2001	Synthetic-2-1	2002	Synthetic-2-2	144.883
2021-05-25	2001	Synthetic-2-1	2002	Synthetic-2-2	129.823
2021-05-26	2001	Synthetic-2-1	2002	Synthetic-2-2	119.048
2021-05-27	2001	Synthetic-2-1	2002	Synthetic-2-2	125.878
2021-05-28	2001	Synthetic-2-1	2002	Synthetic-2-2	139.375
2021-05-29	2001	Synthetic-2-1	2002	Synthetic-2-2	154.261
2021-05-30	2001	Synthetic-2-1	2002	Synthetic-2-2	159.096
2021-05-31	2001	Synthetic-2-1	2002	Synthetic-2-2	142.523
2021-06-01	2001	Synthetic-2-1	2002	Synthetic-2-2	132.108
2021-06-02	2001	Synthetic-2-1	2002	Synthetic-2-2	115.32
2021-06-03	2001	Synthetic-2-1	2002	Synthetic-2-2	120.57
2021-06-04	2001	Synthetic-2-1	2002	Synthetic-2-2	135.067
2021-06-05	2001	Synthetic-2-1	2002	Synthetic-2-2	154.967
2021-06-06	2001	Synthetic-2-1	2002	Synthetic-2-2	153.61
2021-06-07	2001	Synthetic-2-1	2002	Synthetic-2-2	146.835
2021-06-08	2001	Synthetic-2-1	2002	Synthetic-2-2	129.535
2021-06-09	2001	Synthetic-2-1	2002	Synthetic-2-2	119.235
2021-06-10	2001	Synthetic-2-1	2002	Synthetic-2-2	122.299
2021-06-11	2001	Synthetic-2-1	2002	Synthetic-2-2	147.623
2021-06-12	2001	Synthetic-2-1	2002	Synthetic-2-2	149.351
2021-06-13	2001	Synthetic-2-1	2002	Synthetic-2-2	161.685
2021-06-14	2001	Synthetic-2-1	2002	Synthetic-2-2	149.594
2021-06-15	2001	Synthetic-2-1	2002	Synthetic-2-2	127.818
2021-06-16	2001	Synthetic-2-1	2002	Synthetic-2-2	120.166
2021-06-17	2001	Synthetic-2-1	2002	Synthetic-2-2	123.129
2021-06-18	2001	Synthetic-2-1	2002	Synthetic-2-2	142.172
2021-06-19	2001	Synthetic-2-1	2002	Synthetic-2-2	161.878
2021-06-20	2001	Synthetic-2-1	2002	Synthetic-2-2	153.612
2021-06-21	2001	Synthetic-2-1	2002	Synthetic-2-2	155.347
2021-06-22	2001	Synthetic-2-1	2002	Synthetic-2-2	136.33
2021-06-23	2001	Synthetic-2-1	2002	Synthetic-2-2	119.47
2021-06-24	2001	Synthetic-2-1	2002	Synthetic-2-2	124.945
2021-06-25	2001	Synthetic-2-1	2002	Synthetic-2-2	142.782
2021-06-26	2001	Synthetic-2-1	2002	Synthetic-2-2	157.963
2021-06-27	2001	Synthetic-2-1	2002	Synthetic-2-2	158.741
2021-06-28	2001	Synthetic-2-1	2002	Synthetic-2-2	153.264
2021-06-29	2001	Synthetic-2-1	2002	Synthetic-2-2	135.169
2021-01-01	2001	Synthetic-2-1	2003	Synthetic-2-3	123.186
2021-01-02	2001	Synthetic-2-1	2003	Synthetic-2-3	137.692
2021-01-03	2001	Synthetic-2-1	2003	Synthetic-2-3	142.43
2021-01-04	2001	Synthetic-2-1	2003	Synthetic-2-3	132.413
2021-01-05	2001	Synthetic-2-1	2003	Synthetic-2-3	118.15
2021-01-06	2001	Synthetic-2-1	2003	Synthetic-2-3	108.296
2021-01-07	2001	Synthetic-2-1	2003	Synthetic-2-3	109.062
2021-01-08	2001	Synthetic-2-1	2003	Synthetic-2-3	126.294
2021-01-09	2001	Synthetic-2-1	2003	Synthetic-2-3	139.779
2021-01-10	2001	Synthetic-2-1	2003	Synthetic-2-3	142.109
2021-01-11	2001	Synthetic-2-1	2003	Synthetic-2-3	134.467
2021-01-12	2001	Synthetic-2-1	2003	Synthetic-2-3	111.265
2021-01-13	2001	Synthetic-2-1	2003	Synthetic-2-3	109.461
2021-01-14	2001	Synthetic-2-1	2003	Synthetic-2-3	112.768
2021-01-15	2001	Synthetic-2-1	2003	Synthetic-2-3	128.39
2021-01-16	2001	Synthetic-2-1	2003	Synthetic-2-3	142.496
2021-01-17	2001	Synthetic-2-1	2003	Synthetic-2-3	140.923
2021-01-18	2001	Synthetic-2-1	2003	Synthetic-2-3	132.318
2021-01-19	2001	Synthetic-2-1	2003	Synthetic-2-3	118.604
2021-01-20	2001	Synthetic-2-1	2003	Synthetic-2-3	110.79
2021-01-21	2001	Synthetic-2-1	2003	Synthetic-2-3	114.297
2021-01-22	2001	Synthetic-2-1	2003	Synthetic-2-3	124.03
2021-01-23	2001	Synthetic-2-1	2003	Synthetic-2-3	141.329
2021-01-24	2001	Synthetic-2-1	2003	Synthetic-2-3	149.166
2021-01-25	2001	Synthetic-2-1	2003	Synthetic-2-3	132.86
2021-01-26	2001	Synthetic-2-1	2003	Synthetic-2-3	123.851
2021-01-27	2001	Synthetic-2-1	2003	Synthetic-2-3	111.675
2021-01-28	2001	Synthetic-2-1	2003	Synthetic-2-3	117.498
2021-01-29	2001	Synthetic-2-1	2003	Synthetic-2-3	133.148
2021-01-30	2001	Synthetic-2-1	2003	Synthetic-2-3	145.492
