date	origin_id	origin_city	destination_id	destination_city	od_flow
2021-01-01	3001	Synthetic-3-1	3002	Synthetic-3-2	121.897
2021-01-02	3001	Synthetic-3-1	3002	Synthetic-3-2	136.037
2021-01-03	3001	Synthetic-3-1	3002	Synthetic-3-2	138.182
2021-01-04	3001	Synthetic-3-1	3002	Synthetic-3-2	128.89
2021-01-05	3001	Synthetic-3-1	3002	Synthetic-3-2	117.554
2021-01-06	3001	Synthetic-3-1	3002	Synthetic-3-2	99.365
2021-01-07	3001	Synthetic-3-1	3002	Synthetic-3-2	103.911
2021-01-08	3001	Synthetic-3-1	3002	Synthetic-3-2	127.938
2021-01-09	3001	Synthetic-3-1	3002	Synthetic-3-2	143.547
2021-01-10	3001	Synthetic-3-1	3002	Synthetic-3-2	138.079
2021-01-11	3001	Synthetic-3-1	3002	Synthetic-3-2	128.519
2021-01-12	3001	Synthetic-3-1	3002	Synthetic-3-2	112.375
2021-01-13	3001	Synthetic-3-1	3002	Synthetic-3-2	103.262
2021-01-14	3001	Synthetic-3-1	3002	Synthetic-3-2	107.505
2021-01-15	3001	Synthetic-3-1	3002	Synthetic-3-2	128.003
2021-01-16	3001	Synthetic-3-1	3002	Synthetic-3-2	135.017
2021-01-17	3001	Synthetic-3-1	3002	Synthetic-3-2	138.769
2021-01-18	3001	Synthetic-3-1	3002	Synthetic-3-2	129.912
2021-01-19	3001	Synthetic-3-1	3002	Synthetic-3-2	115.149
2021-01-20	3001	Synthetic-3-1	3002	Synthetic-3-2	113.394
2021-01-21	3001	Synthetic-3-1	3002	Synthetic-3-2	113.593
2021-01-22	3001	Synthetic-3-1	3002	Synthetic-3-2	125.45
2021-01-23	3001	Synthetic-3-1	3002	Synthetic-3-2	140.896
2021-01-24	3001	Synthetic-3-1	3002	Synthetic-3-2	141.243
2021-01-25	3001	Synthetic-3-1	3002	Synthetic-3-2	134.836
2021-01-26	3001	Synthetic-3-1	3002	Synthetic-3-2	118.459
2021-01-27	3001	Synthetic-3-1	3002	Synthetic-3-2	109.318
2021-01-28	3001	Synthetic-3-1	3002	Synthetic-3-2	108.567
2021-01-29	3001	Synthetic-3-1	3002	Synthetic-3-2	129.819
2021-01-30	3001	Synthetic-3-1	3002	Synthetic-3-2	140.157
2021-01-31	3001	Synthetic-3-1	3002	Synthetic-3-2	146.062
2021-02-01	3001	Synthetic-3-1	3002	Synthetic-3-2	140.89
2021-02-02	3001	Synthetic-3-1	3002	Synthetic-3-2	120.631
